1795.07,1800,91.4986,1.08274,-2.67466,-0.0222629,-0.211187,-0.135857,-0.274011,0.737226,-1.36896,-0.388618,0.919033,0.530123,-0.0977893
1795.07,1800,91.6983,1.10614,-2.71217,-0.0282574,-0.211129,-0.135975,-0.273328,0.83624,-1.55013,-0.440118,0.919057,0.530132,-0.0977925
1795.12,1800,92.6973,1.22352,-2.8997,-0.058285,-0.210879,-0.136559,-0.270596,1.33166,-2.45663,-0.697854,0.919191,0.530188,-0.0978101
1795.16,1800,93.6963,1.34143,-3.08702,-0.0883749,-0.210693,-0.137134,-0.268927,1.82714,-3.36331,-0.955736,0.919347,0.530253,-0.0978307
1795.21,1800,94.6954,1.45991,-3.27415,-0.118529,-0.210567,-0.137706,-0.268227,2.32269,-4.27016,-1.21379,0.919523,0.530328,-0.0978549
1795.25,1800,95.6944,1.579,-3.46108,-0.148752,-0.210494,-0.138279,-0.268408,2.81831,-5.17722,-1.47204,0.919716,0.530412,-0.0978834
1795.29,1800,96.6935,1.69876,-3.6478,-0.179045,-0.210469,-0.138859,-0.269388,3.314,-6.0845,-1.73051,0.919924,0.530503,-0.0979168
1795.34,1800,97.6925,1.81922,-3.83432,-0.209416,-0.210487,-0.139451,-0.271087,3.80976,-6.992,-1.98922,0.920143,0.530602,-0.0979553
1795.38,1800,98.6915,1.94046,-4.02061,-0.239868,-0.210543,-0.140061,-0.273433,4.30558,-7.89973,-2.24819,0.920372,0.530707,-0.0979995
1795.42,1800,99.6918,2.06267,-4.20689,-0.270446,-0.210633,-0.140694,-0.27636,4.80209,-8.80883,-2.50776,0.92061,0.530818,-0.0980496
1795.47,1800,100.69,2.18548,-4.39245,-0.301043,-0.210752,-0.141354,-0.279793,5.29745,-9.71593,-2.767,0.920852,0.530934,-0.0981057
1795.51,1800,101.689,2.3094,-4.57796,-0.331782,-0.210895,-0.14205,-0.283685,5.79349,-10.6244,-3.02688,0.921099,0.531055,-0.0981679
1795.55,1800,102.688,2.43435,-4.76317,-0.362631,-0.211058,-0.142784,-0.287974,6.28961,-11.5331,-3.28709,0.921347,0.531181,-0.0982365
1795.6,1800,103.687,2.56043,-4.94804,-0.393601,-0.211237,-0.143565,-0.292609,6.7858,-12.4421,-3.54764,0.921597,0.531311,-0.0983112
1795.64,1800,104.687,2.68784,-5.13277,-0.424739,-0.211429,-0.144397,-0.29755,7.28268,-13.3525,-3.80889,0.921845,0.531445,-0.0983922
1795.68,1800,105.685,2.81622,-5.31665,-0.455941,-0.211628,-0.145283,-0.302733,7.77842,-14.2609,-4.06987,0.92209,0.531582,-0.0984789
1795.73,1800,106.684,2.94612,-5.50032,-0.487332,-0.211833,-0.146232,-0.308136,8.27484,-15.1706,-4.33156,0.922332,0.531723,-0.0985716
1795.77,1800,107.683,3.07745,-5.68352,-0.518886,-0.212039,-0.147248,-0.313716,8.77135,-16.0806,-4.59365,0.922569,0.531868,-0.0986698
1795.86,1800,109.682,3.34498,-6.04856,-0.582569,-0.212443,-0.149503,-0.325282,9.76521,-17.9024,-5.1194,0.923024,0.532166,-0.0988816
1795.95,1800,111.68,3.61911,-6.41086,-0.646994,-0.212816,-0.152083,-0.337179,10.7585,-19.7234,-5.64636,0.923447,0.532478,-0.0991112
1796.03,1800,113.678,3.9009,-6.77051,-0.712349,-0.213137,-0.155027,-0.349233,11.7524,-21.5458,-6.17524,0.923832,0.532802,-0.0993553
1796.12,1800,115.676,4.19103,-7.127,-0.77873,-0.213387,-0.158364,-0.361293,12.7467,-23.3689,-6.7059,0.924175,0.53314,-0.0996096
1796.21,1800,117.674,4.49023,-7.47992,-0.846259,-0.213553,-0.162121,-0.373246,13.7413,-25.1925,-7.23836,0.924473,0.533492,-0.0998698
1796.3,1800,119.673,4.79931,-7.82897,-0.915085,-0.213621,-0.166317,-0.385014,14.7366,-27.0172,-7.77277,0.924723,0.533858,-0.100131
1796.38,1800,121.67,5.11871,-8.1734,-0.985276,-0.213584,-0.170962,-0.396532,15.7316,-28.841,-8.30864,0.924924,0.534239,-0.100388
1796.47,1800,123.668,5.44938,-8.51312,-1.05703,-0.213436,-0.176062,-0.407779,16.7273,-30.6656,-8.84641,0.925078,0.534637,-0.100637
1796.56,1800,125.666,5.79185,-8.8476,-1.13047,-0.213173,-0.181611,-0.418734,17.7233,-32.4901,-9.38587,0.925184,0.53505,-0.100872
1796.64,1800,127.664,6.14671,-9.17644,-1.20572,-0.212798,-0.187593,-0.429394,18.7197,-34.3144,-9.92696,0.925246,0.535481,-0.101088
1796.73,1800,129.663,6.51461,-9.49934,-1.28297,-0.212314,-0.193985,-0.439766,19.7167,-36.139,-10.4698,0.925265,0.535927,-0.101281
1796.82,1800,131.66,6.89565,-9.81564,-1.36227,-0.211728,-0.20074,-0.449847,20.7134,-37.9618,-11.0137,0.925246,0.536388,-0.101447
1796.91,1800,133.658,7.29056,-10.1253,-1.44385,-0.21105,-0.207814,-0.459651,21.7108,-39.7845,-11.5591,0.925192,0.536863,-0.101582
1796.99,1800,135.657,7.69952,-10.4279,-1.52781,-0.210291,-0.215138,-0.469174,22.7084,-41.6063,-12.1057,0.925108,0.537349,-0.101684
1797.08,1800,137.655,8.12272,-10.7232,-1.61431,-0.209466,-0.222633,-0.478401,23.7064,-43.427,-12.6534,0.925,0.537843,-0.10175
1797.17,1800,139.654,8.56052,-11.011,-1.70353,-0.20859,-0.230204,-0.48731,24.7051,-45.2476,-13.2023,0.924872,0.538342,-0.101778
1797.26,1800,141.651,9.01209,-11.2908,-1.79544,-0.207681,-0.237725,-0.495832,25.7029,-47.0644,-13.7513,0.92473,0.538837,-0.101769
1797.34,1800,143.649,9.4781,-11.5628,-1.89033,-0.206754,-0.245076,-0.503908,26.7014,-48.8808,-14.3011,0.92458,0.539325,-0.101723
1797.43,1800,145.647,9.95799,-11.8269,-1.98829,-0.205827,-0.2521,-0.511427,27.7001,-50.6953,-14.8514,0.924429,0.539797,-0.101642
1797.47,1800,146.646,10.203,-11.9559,-2.03845,-0.205367,-0.255437,-0.514935,28.1995,-51.6019,-15.1265,0.924354,0.540024,-0.101589
1797.52,1800,147.645,10.4513,-12.083,-2.08942,-0.204913,-0.258624,-0.518248,28.6989,-52.508,-15.4017,0.924281,0.540243,-0.101529
1797.56,1800,148.644,10.7029,-12.208,-2.14121,-0.204466,-0.261639,-0.52134,29.1983,-53.4136,-15.6769,0.92421,0.540453,-0.101461
1797.58,1800,149.144,10.8298,-12.2698,-2.16742,-0.204245,-0.263072,-0.522796,29.448,-53.8661,-15.8144,0.924176,0.540554,-0.101425
1797.6,1800,149.644,10.9579,-12.3312,-2.19391,-0.204027,-0.264456,-0.524191,29.6983,-54.3197,-15.9523,0.924142,0.540653,-0.101388
1797.63,1800,150.143,11.0861,-12.3919,-2.22048,-0.203811,-0.265776,-0.525509,29.9474,-54.7709,-16.0895,0.92411,0.540748,-0.101349
1797.65,1800,150.642,11.2153,-12.4522,-2.24732,-0.203598,-0.267039,-0.526758,30.1971,-55.223,-16.227,0.924078,0.54084,-0.101309
1797.67,1800,151.142,11.3453,-12.512,-2.27439,-0.203388,-0.268238,-0.52793,30.4468,-55.6751,-16.3645,0.924048,0.540928,-0.101268
1797.69,1800,151.641,11.476,-12.5714,-2.30167,-0.203181,-0.269368,-0.529021,30.6964,-56.127,-16.502,0.924019,0.541013,-0.101226
1797.71,1800,152.141,11.6074,-12.6302,-2.32917,-0.202976,-0.270426,-0.530025,30.9461,-56.5787,-16.6394,0.923991,0.541094,-0.101183
1797.73,1800,152.64,11.7394,-12.6886,-2.35688,-0.202776,-0.271409,-0.530939,31.1958,-57.0303,-16.7767,0.923964,0.54117,-0.101139
1797.75,1800,152.94,11.819,-12.7235,-2.37363,-0.202657,-0.27196,-0.531441,31.3457,-57.3013,-16.8592,0.923949,0.541214,-0.101113
1794.87,1798.7,89.2593,1.43658,-2.10854,-0.268288,-2.43812,-0.997101,0.0145286,-0.651854,0.899699,-1.14477,0.919033,0.530123,-0.0977893
1794.85,1798.53,89.1606,1.50711,-2.0706,-0.307094,-2.43781,-0.99798,0.0148589,-0.737939,1.02087,-1.297,0.91902,0.53011,-0.0977824
1794.77,1797.66,88.6668,1.86027,-1.88055,-0.501352,-2.43662,-1.00161,0.0160529,-1.16861,1.62715,-2.0585,0.918953,0.530036,-0.0977429
1794.68,1796.8,88.1729,2.21386,-1.69012,-0.695806,-2.436,-1.00403,0.0165275,-1.59925,2.23351,-2.81979,0.918879,0.529947,-0.0976954
1794.59,1795.93,87.6791,2.56791,-1.49927,-0.890482,-2.43589,-1.00535,0.0163417,-2.02985,2.83998,-3.58084,0.918799,0.529843,-0.0976409
1794.5,1795.07,87.1853,2.92244,-1.30798,-1.08541,-2.43626,-1.00568,0.0155506,-2.46041,3.44659,-4.34164,0.918714,0.529726,-0.0975803
1794.42,1794.2,86.6915,3.27747,-1.11621,-1.28061,-2.43705,-1.00512,0.0142057,-2.89093,4.05335,-5.10217,0.918626,0.529596,-0.0975144
1794.33,1793.34,86.1977,3.63306,-0.923922,-1.4761,-2.43823,-1.00375,0.0123546,-3.32142,4.66029,-5.86242,0.918535,0.529454,-0.0974442
1794.24,1792.47,85.7039,3.98923,-0.73108,-1.67192,-2.43976,-1.00168,0.0100417,-3.75186,5.26741,-6.62236,0.918443,0.529301,-0.0973706
1794.16,1791.61,85.2094,4.34648,-0.537402,-1.86833,-2.44161,-0.998966,0.0073041,-4.18279,5.8755,-7.38292,0.918351,0.529136,-0.0972942
1794.07,1790.74,84.7162,4.70353,-0.34356,-2.06462,-2.44372,-0.995705,0.00419042,-4.61262,6.48232,-8.14127,0.918259,0.528962,-0.0972163
1793.98,1789.88,84.2224,5.06178,-0.148794,-2.26155,-2.44608,-0.991957,0.000724339,-5.04293,7.09012,-8.90022,0.918169,0.528778,-0.0971373
1793.9,1789.01,83.7286,5.42083,0.0467066,-2.45888,-2.44866,-0.987792,-0.00305896,-5.47321,7.69819,-9.65881,0.91808,0.528585,-0.0970583
1793.81,1788.15,83.2348,5.78076,0.242991,-2.65665,-2.45142,-0.983272,-0.00713076,-5.90344,8.30653,-10.417,0.917995,0.528383,-0.0969799
1793.72,1787.28,82.7403,6.14207,0.440353,-2.8551,-2.45434,-0.97845,-0.0114705,-6.33416,8.9159,-11.1758,0.917913,0.528173,-0.0969029
1793.63,1786.42,82.2471,6.50352,0.638116,-3.05354,-2.45739,-0.973396,-0.0160383,-6.76377,9.52408,-11.9323,0.917835,0.527955,-0.0968282
1793.55,1785.55,81.7533,6.8665,0.837064,-3.25271,-2.46056,-0.968142,-0.0208296,-7.19388,10.1333,-12.6894,0.917762,0.52773,-0.0967564
1793.46,1784.69,81.2595,7.23066,1.03701,-3.45237,-2.46382,-0.96274,-0.0258201,-7.62394,10.7429,-13.446,0.917694,0.527498,-0.0966882
1793.29,1782.95,80.2713,7.96328,1.44036,-3.85351,-2.47055,-0.951651,-0.0363411,-8.48447,11.9637,-14.959,0.917576,0.527013,-0.0965652
1793.11,1781.22,79.2839,8.70093,1.84801,-4.25645,-2.47746,-0.940437,-0.0474756,-9.34405,13.1847,-16.4689,0.917484,0.526505,-0.0964644
1792.94,1779.49,78.2963,9.44523,2.26091,-4.66179,-2.48446,-0.929325,-0.0591547,-10.2037,14.4076,-17.9775,0.91742,0.525976,-0.0963901
1792.76,1777.76,77.3087,10.1967,2.67943,-5.06945,-2.49146,-0.918506,-0.0713165,-11.0633,15.6318,-19.4844,0.917386,0.525428,-0.0963461
1792.59,1776.03,76.321,10.956,3.10401,-5.47952,-2.49842,-0.908128,-0.0839208,-11.9226,16.8575,-20.9894,0.917381,0.524864,-0.0963356
1792.42,1774.3,75.3331,11.7242,3.53526,-5.89214,-2.5053,-0.89829,-0.0969457,-12.7821,18.0849,-22.4932,0.917406,0.524287,-0.0963612
1792.24,1772.57,74.3458,12.5013,3.97324,-6.30696,-2.51206,-0.88907,-0.110362,-13.6409,19.313,-23.9941,0.91746,0.523698,-0.0964246
1792.07,1770.84,73.3581,13.2887,4.41877,-6.72435,-2.5187,-0.880495,-0.12417,-14.4998,20.5427,-25.4937,0.917542,0.523102,-0.0965269
1791.89,1769.11,72.3705,14.0869,4.87215,-7.14416,-2.5252,-0.872579,-0.138355,-15.3585,21.7737,-26.9915,0.917649,0.522501,-0.0966682
1791.72,1767.38,71.3829,14.8964,5.33375,-7.56634,-2.53157,-0.865308,-0.1529,-16.2171,23.0058,-28.4874,0.917778,0.5219,-0.0968476
1791.55,1765.65,70.3949,15.7181,5.80409,-7.99096,-2.5378,-0.858651,-0.167784,-17.0756,24.2393,-29.9819,0.917927,0.521303,-0.0970636
1791.37,1763.92,69.4076,16.5518,6.28306,-8.41752,-2.54388,-0.852571,-0.182957,-17.9334,25.4729,-31.4737,0.918089,0.520714,-0.0973131
1791.2,1762.19,68.42,17.3987,6.77137,-8.84629,-2.54982,-0.847011,-0.198374,-18.7912,26.7076,-32.964,0.918262,0.52014,-0.0975927
1791.02,1760.46,67.4323,18.259,7.26913,-9.277,-2.55561,-0.841919,-0.213953,-19.6487,27.9428,-34.4525,0.91844,0.519587,-0.0978973
1790.85,1758.73,66.4447,19.1329,7.77651,-9.70948,-2.56122,-0.837244,-0.229587,-20.5058,29.1784,-35.9391,0.918617,0.519062,-0.0982209
1790.68,1757,65.4565,20.0212,8.29398,-10.1438,-2.56663,-0.832938,-0.245147,-21.363,30.4149,-37.4247,0.918787,0.518573,-0.0985564
1790.5,1755.27,64.4694,20.9223,8.82065,-10.5789,-2.5718,-0.828976,-0.260431,-22.2187,31.6496,-38.9065,0.918943,0.51813,-0.0988946
1790.33,1753.54,63.4818,21.8379,9.35749,-11.0154,-2.57667,-0.825336,-0.275251,-23.0743,32.8848,-40.3873,0.919077,0.517743,-0.0992263
1790.15,1751.81,62.4942,22.7672,9.90413,-11.4527,-2.58117,-0.822025,-0.289338,-23.9293,34.1192,-41.8661,0.919183,0.517424,-0.09954
1790.07,1750.94,62.0003,23.2369,10.1811,-11.6715,-2.58325,-0.820502,-0.296011,-24.3565,34.736,-42.6048,0.919223,0.517294,-0.0996861
1789.98,1750.08,61.5065,23.71,10.4604,-11.8905,-2.5852,-0.819077,-0.302381,-24.7835,35.3526,-43.3429,0.919253,0.517185,-0.0998229
1789.89,1749.21,61.0127,24.1863,10.7421,-12.1094,-2.587,-0.817758,-0.308399,-25.2104,35.9688,-44.0804,0.919271,0.5171,-0.0999485
1789.85,1748.78,60.7658,24.4257,10.8839,-12.2189,-2.58784,-0.817141,-0.31126,-25.4237,36.2767,-44.449,0.919275,0.517067,-0.100007
1789.81,1748.35,60.5183,24.6664,11.0265,-12.3286,-2.58865,-0.816555,-0.314021,-25.6375,36.5854,-44.8184,0.919277,0.517041,-0.100061
1789.76,1747.91,60.272,24.9068,11.1691,-12.4378,-2.5894,-0.816004,-0.316655,-25.8502,36.8924,-45.1858,0.919275,0.517022,-0.100112
1789.72,1747.48,60.0251,25.1485,11.3125,-12.5473,-2.5901,-0.815487,-0.319173,-26.0633,37.2,-45.5539,0.919269,0.517009,-0.100158
1789.68,1747.05,59.7782,25.3909,11.4565,-12.6567,-2.59076,-0.815006,-0.321563,-26.2764,37.5075,-45.922,0.91926,0.517004,-0.100201
1789.63,1746.62,59.5313,25.6341,11.6011,-12.766,-2.59136,-0.814565,-0.323816,-26.4894,37.8149,-46.2898,0.919247,0.517007,-0.100239
1789.59,1746.18,59.2844,25.8781,11.7462,-12.8754,-2.5919,-0.814166,-0.325925,-26.7024,38.1222,-46.6576,0.91923,0.517018,-0.100272
1789.55,1745.75,59.0374,26.1227,11.8919,-12.9847,-2.59239,-0.813812,-0.327881,-26.9152,38.4293,-47.0252,0.91921,0.517037,-0.100299
1789.52,1745.49,58.8892,26.2699,11.9795,-13.0502,-2.59265,-0.813621,-0.328978,-27.043,38.6135,-47.2458,0.919195,0.517053,-0.100313
1794.87,1801.3,89.2593,0.22774,-2.49478,0.359849,1.87827,0.706344,-0.35494,-0.102812,0.440632,1.52654,0.919033,0.530123,-0.0977893
1794.85,1801.47,89.1606,0.137202,-2.5083,0.404748,1.87801,0.706944,-0.354373,-0.115762,0.500619,1.73026,0.919026,0.53012,-0.0977864
1794.77,1802.34,88.6668,-0.31549,-2.5758,0.629264,1.87701,0.709299,-0.351992,-0.180585,0.800816,2.74941,0.91899,0.530104,-0.0977648
1794.68,1803.2,88.1729,-0.767715,-2.64305,0.853584,1.87651,0.710645,-0.35032,-0.245472,1.10113,3.76848,0.918945,0.530086,-0.0977324
1794.59,1804.07,87.6791,-1.21945,-2.71005,1.0777,1.87646,0.711067,-0.349293,-0.310446,1.40156,4.78747,0.918892,0.530067,-0.0976904
1794.5,1804.93,87.1853,-1.67069,-2.77678,1.30161,1.87682,0.710644,-0.348847,-0.375522,1.70209,5.80638,0.918832,0.530048,-0.0976398
1794.42,1805.8,86.6915,-2.12138,-2.84322,1.52532,1.87755,0.709451,-0.348925,-0.440715,2.00271,6.82521,0.918766,0.530028,-0.0975818
1794.33,1806.66,86.1977,-2.5715,-2.90933,1.74881,1.87862,0.707558,-0.349469,-0.506034,2.3034,7.84396,0.918694,0.530009,-0.097518
1794.24,1807.53,85.7039,-3.02101,-2.97509,1.97209,1.87998,0.705029,-0.350427,-0.571488,2.60417,8.86264,0.918619,0.52999,-0.0974496
1794.16,1808.39,85.2094,-3.47041,-3.04056,2.19543,1.88161,0.701921,-0.35175,-0.637162,2.90538,9.88249,0.91854,0.529972,-0.0973781
1794.07,1809.26,84.7162,-3.91801,-3.10546,2.41801,1.88346,0.698301,-0.353384,-0.702813,3.2059,10.8998,0.918458,0.529955,-0.0973052
1793.98,1810.12,84.2224,-4.3654,-3.16999,2.64065,1.88552,0.69421,-0.355291,-0.768684,3.50685,11.9182,0.918374,0.529939,-0.0972324
1793.9,1810.99,83.7286,-4.81197,-3.23404,2.86307,1.88774,0.689701,-0.357427,-0.834691,3.80785,12.9366,0.918288,0.529925,-0.0971614
1793.81,1811.85,83.2348,-5.25767,-3.29757,3.08527,1.89012,0.684817,-0.359751,-0.900825,4.10889,13.955,0.918202,0.529911,-0.0970938
1793.72,1812.72,82.7403,-5.70298,-3.36061,3.30753,1.89262,0.679593,-0.36223,-0.967161,4.41034,14.9745,0.918115,0.529898,-0.0970312
1793.63,1813.58,82.2471,-6.14618,-3.4229,3.52904,1.89522,0.674088,-0.36482,-1.03344,4.71109,15.9915,0.918029,0.529887,-0.0969757
1793.55,1814.45,81.7533,-6.58885,-3.48461,3.7506,1.8979,0.668316,-0.367497,-1.0999,5.01225,17.0097,0.917944,0.529876,-0.0969286
1793.46,1815.31,81.2595,-7.03038,-3.54562,3.97196,1.90065,0.662316,-0.370229,-1.16644,5.31344,18.0278,0.91786,0.529865,-0.0968919
1793.29,1817.05,80.2713,-7.91021,-3.66545,4.41431,1.90627,0.649737,-0.37575,-1.29977,5.91629,20.0652,0.9177,0.529844,-0.0968563
1793.11,1818.78,79.2839,-8.78369,-3.78182,4.85544,1.91196,0.636571,-0.38118,-1.43307,6.51871,22.1006,0.917551,0.52982,-0.0968824
1792.94,1820.51,78.2963,-9.65126,-3.89448,5.29592,1.91765,0.622966,-0.386362,-1.56632,7.12145,24.1365,0.917418,0.529791,-0.0969833
1792.76,1822.24,77.3087,-10.512,-4.003,5.73561,1.92326,0.609056,-0.39116,-1.69927,7.72435,26.1723,0.917303,0.529752,-0.097171
1792.59,1823.97,76.321,-11.3651,-4.107,6.17455,1.92873,0.594939,-0.395472,-1.83171,8.32743,28.2081,0.917208,0.529701,-0.097457
1792.42,1825.7,75.3331,-12.2103,-4.20611,6.61289,1.93405,0.580688,-0.399221,-1.96344,8.93089,30.2444,0.917134,0.529632,-0.097851
1792.24,1827.43,74.3458,-13.0461,-4.29989,7.05024,1.93918,0.566369,-0.402351,-2.09409,9.53423,32.2794,0.917084,0.529543,-0.0983608
1792.07,1829.16,73.3581,-13.8726,-4.38808,7.48703,1.94412,0.552009,-0.404835,-2.22353,10.138,34.3149,0.917058,0.52943,-0.0989934
1791.89,1830.89,72.3705,-14.6889,-4.47031,7.92313,1.94886,0.537641,-0.406661,-2.35148,10.7422,36.3504,0.917055,0.529288,-0.0997526
1791.72,1832.62,71.3829,-15.4943,-4.54631,8.35855,1.95339,0.523287,-0.40784,-2.47766,11.3467,38.3857,0.917076,0.529115,-0.10064
1791.55,1834.35,70.3949,-16.2887,-4.61585,8.79343,1.95773,0.508966,-0.408394,-2.60189,11.9518,40.4215,0.917118,0.528909,-0.101656
1791.37,1836.08,69.4076,-17.0706,-4.67865,9.22736,1.96188,0.494718,-0.408363,-2.7238,12.5571,42.4557,0.917182,0.528668,-0.102795
1791.2,1837.81,68.42,-17.8405,-4.73462,9.66072,1.96584,0.480564,-0.407799,-2.84328,13.1631,44.4903,0.917264,0.528391,-0.104051
1791.02,1839.54,67.4323,-18.5976,-4.78364,10.0934,1.96962,0.46656,-0.406762,-2.96009,13.7697,46.5243,0.917362,0.528078,-0.105412
1790.85,1841.27,66.4447,-19.3417,-4.82566,10.5253,1.97321,0.452777,-0.405322,-3.07403,14.377,48.5578,0.917472,0.52773,-0.106866
1790.68,1843,65.4565,-20.0728,-4.86074,10.9566,1.97662,0.439302,-0.403554,-3.18502,14.9855,50.5918,0.917591,0.52735,-0.108394
1790.5,1844.73,64.4694,-20.7896,-4.88891,11.3866,1.97981,0.426288,-0.40154,-3.29271,15.594,52.6223,0.917714,0.526941,-0.109971
1790.33,1846.46,63.4818,-21.4934,-4.91042,11.816,1.9828,0.413872,-0.399358,-3.3972,16.2037,54.653,0.917836,0.526508,-0.111573
1790.15,1848.19,62.4942,-22.1837,-4.9255,12.2443,1.98554,0.402267,-0.397092,-3.49835,16.8144,56.6823,0.91795,0.526059,-0.113166
1790.07,1849.06,62.0003,-22.5238,-4.93074,12.4581,1.98681,0.396846,-0.395952,-3.54766,17.1201,57.6963,0.918003,0.525831,-0.113948
1789.98,1849.92,61.5065,-22.8606,-4.93451,12.6716,1.98801,0.391726,-0.394821,-3.59613,17.4261,58.7099,0.918052,0.525601,-0.114713
1789.89,1850.79,61.0127,-23.1942,-4.93687,12.8848,1.98914,0.386948,-0.393708,-3.64375,17.7323,59.7231,0.918095,0.525373,-0.115457
1789.85,1851.22,60.7658,-23.3598,-4.93755,12.9913,1.98967,0.384699,-0.39316,-3.66725,17.8855,60.2294,0.918115,0.525259,-0.115819
1789.81,1851.65,60.5183,-23.525,-4.93789,13.0979,1.99018,0.382548,-0.39262,-3.6906,18.0392,60.7369,0.918133,0.525146,-0.116173
1789.76,1852.09,60.272,-23.6886,-4.93793,13.204,1.99066,0.380514,-0.392091,-3.71363,18.1922,61.2417,0.918149,0.525034,-0.116518
1789.72,1852.52,60.0251,-23.8518,-4.93765,13.3102,1.99112,0.37859,-0.39157,-3.73652,18.3456,61.7477,0.918163,0.524923,-0.116854
1789.68,1852.95,59.7782,-24.0143,-4.93707,13.4164,1.99156,0.376786,-0.39106,-3.75919,18.4991,62.2535,0.918175,0.524814,-0.11718
1789.63,1853.38,59.5313,-24.176,-4.93621,13.5224,1.99198,0.375109,-0.390563,-3.78167,18.6527,62.7591,0.918186,0.524705,-0.117495
1789.59,1853.82,59.2844,-24.3369,-4.93508,13.6284,1.99236,0.373567,-0.390078,-3.80395,18.8063,63.2646,0.918193,0.524599,-0.117799
1789.55,1854.25,59.0374,-24.4971,-4.93367,13.7342,1.99272,0.372166,-0.389606,-3.82603,18.9601,63.7699,0.918199,0.524495,-0.118089
1789.52,1854.51,58.8892,-24.5929,-4.93271,13.7977,1.99292,0.371396,-0.38933,-3.83919,19.0524,64.0731,0.918201,0.524434,-0.118257
